product,stage,chara,result
800×800陶瓷砖,原材料采集阶段_能源,光化学烟雾,0.0007202270057692507
800×800陶瓷砖,原材料采集阶段_能源,酸化效应,0.03619110068694997
800×800陶瓷砖,原材料采集阶段_能源,富营养化,0.001821142700305451
800×800陶瓷砖,原材料采集阶段_能源,不可再生资源消耗,1.101382879347803e-05
800×800陶瓷砖,原材料采集阶段_能源,中国化石能源消耗,13.5325498042864
800×800陶瓷砖,生产制造阶段,全球变暖,21.05257846640656
800×800陶瓷砖,生产制造阶段,光化学烟雾,0.0007737382844606731
800×800陶瓷砖,生产制造阶段,酸化效应,0.02529739627138826
800×800陶瓷砖,生产制造阶段,富营养化,0.003720936983236642
800×800陶瓷砖,生产制造阶段,不可再生资源消耗,1.123016855260677e-05
800×800陶瓷砖,生产制造阶段,中国化石能源消耗,13.13661698591628
800×800陶瓷砖,销售阶段,全球变暖,2.129051686760427
800×800陶瓷砖,销售阶段,光化学烟雾,0.001639885486065298
800×800陶瓷砖,销售阶段,酸化效应,0.04346506903766963
800×800陶瓷砖,销售阶段,富营养化,0.007808978505072847
800×800陶瓷砖,销售阶段,不可再生资源消耗,7.293291245303885e-06
800×800陶瓷砖,销售阶段,中国化石能源消耗,12.30282462591666
600×900瓷质砖,原材料采集阶段_资源,全球变暖,0.7532108783437825
600×900瓷质砖,原材料采集阶段_资源,光化学烟雾,0.0002058240033657262
600×900瓷质砖,原材料采集阶段_资源,酸化效应,0.01777628262124242
600×900瓷质砖,原材料采集阶段_资源,富营养化,0.0009329902576397595
600×900瓷质砖,原材料采集阶段_资源,不可再生资源消耗,9.019770949320794e-05
600×900瓷质砖,原材料采集阶段_资源,中国化石能源消耗,4.233037626191535
600×900瓷质砖,原材料采集阶段_能源,全球变暖,5.305450754805944
600×900瓷质砖,原材料采集阶段_能源,光化学烟雾,0.000707739044671204
600×900瓷质砖,原材料采集阶段_能源,酸化效应,0.03556358595360364
600×900瓷质砖,原材料采集阶段_能源,富营养化,0.001789566045982255
600×900瓷质砖,原材料采集阶段_能源,不可再生资源消耗,1.082286085640853e-05
600×900瓷质砖,原材料采集阶段_能源,中国化石能源消耗,13.29790995579473
600×900瓷质砖,生产制造阶段,全球变暖,20.68754941473796
600×900瓷质砖,生产制造阶段,光化学烟雾,0.0007603224953844302
600×900瓷质砖,生产制造阶段,酸化效应,0.0248587666476885
600×900瓷质砖,生产制造阶段,富营养化,0.0036564199408004
600×900瓷质砖,生产制造阶段,不可再生资源消耗,1.103544951696096e-05
600×900瓷质砖,生产制造阶段,中国化石能源消耗,12.90884218635174
600×900瓷质砖,销售阶段,全球变暖,2.092136222015256
600×900瓷质砖,销售阶段,光化学烟雾,0.001611451636749467
600×900瓷质砖,销售阶段,酸化效应,0.04271143152211077
600×900瓷质砖,销售阶段,富营养化,0.007673579222616508
600×900瓷质砖,销售阶段,不可再生资源消耗,7.16683342489655e-06
600×900瓷质砖,销售阶段,中国化石能源消耗,12.08950688846186
600×1200瓷质砖,原材料采集阶段_资源,全球变暖,0.3732546771258177
600×1200瓷质砖,原材料采集阶段_资源,光化学烟雾,0.0001019946053859177
600×1200瓷质砖,原材料采集阶段_资源,酸化效应,0.008808988343611775
600×1200瓷质砖,原材料采集阶段_资源,富营养化,0.0004623366824773952
600×1200瓷质砖,原材料采集阶段_资源,不可再生资源消耗,4.469662793766833e-05
600×1200瓷质砖,原材料采集阶段_资源,中国化石能源消耗,2.097691807341824
600×1200瓷质砖,原材料采集阶段_能源,全球变暖,2.653057798768286
600×1200瓷质砖,原材料采集阶段_能源,光化学烟雾,0.0003539138668390926
600×1200瓷质砖,原材料采集阶段_能源,酸化效应,0.01778402126924002
600×1200瓷质砖,原材料采集阶段_能源,富营养化,0.0008948951510676696
600×1200瓷质砖,原材料采集阶段_能源,不可再生资源消耗,5.41210855158129e-06
600×1200瓷质砖,原材料采集阶段_能源,中国化石能源消耗,6.649788179370272
600×1200瓷质砖,生产制造阶段,全球变暖,10.34507091832999
600×1200瓷质砖,生产制造阶段,光化学烟雾,0.0003802088868945516
600×1200瓷质砖,生产制造阶段,酸化效应,0.01243094088898451
600×1200瓷质砖,生产制造阶段,富营养化,0.001828439069145068
600×1200瓷质砖,生产制造阶段,不可再生资源消耗,5.518416201934546e-06
600×1200瓷质砖,生产制造阶段,中国化石能源消耗,6.45522991699547
600×1200瓷质砖,销售阶段,全球变暖,1.046199197094652
600×1200瓷质砖,销售阶段,光化学烟雾,0.0008058267864126973
600×1200瓷质砖,销售阶段,酸化效应,0.02135839191300501
600×1200瓷质砖,销售阶段,富营养化,0.003837270411489035
600×1200瓷质砖,销售阶段,不可再生资源消耗,3.583865761673721e-06
600×1200瓷质砖,销售阶段,中国化石能源消耗,6.045510931308197
300×300小地砖,原材料采集阶段_资源,全球变暖,0.521896027774632
300×300小地砖,原材料采集阶段_资源,光化学烟雾,0.0001444386730543601
300×300小地砖,原材料采集阶段_资源,酸化效应,0.01247368207341506
300×300小地砖,原材料采集阶段_资源,富营养化,0.0006553559636402888
300×300小地砖,原材料采集阶段_资源,不可再生资源消耗,6.017933394818799e-05
300×300小地砖,原材料采集阶段_资源,中国化石能源消耗,2.933682310781399
300×300小地砖,原材料采集阶段_能源,全球变暖,3.610333152208152
300×300小地砖,原材料采集阶段_能源,光化学烟雾,0.0004816129400077777
300×300小地砖,原材料采集阶段_能源,酸化效应,0.0242008453783859
300×300小地砖,原材料采集阶段_能源,富营养化,0.00121779089515121
300×300小地砖,原材料采集阶段_能源,不可再生资源消耗,7.364903597725849e-06
300×300小地砖,原材料采集阶段_能源,中国化石能源消耗,9.049162340258233
300×300小地砖,生产制造阶段,全球变暖,14.07777565785825
300×300小地砖,生产制造阶段,光化学烟雾,0.0005173957196699006
300×300小地砖,生产制造阶段,酸化效应,0.01691626847537082
300×300小地砖,生产制造阶段,富营养化,0.002488175791417652
300×300小地砖,生产制造阶段,不可再生资源消耗,7.509569135951929e-06
300×300小地砖,生产制造阶段,中国化石能源消耗,8.784403636164464
300×300小地砖,销售阶段,全球变暖,1.423688412230578
300×300小地砖,销售阶段,光化学烟雾,0.001096584915441268
300×300小地砖,销售阶段,酸化效应,0.02906491914242356
300×300小地砖,销售阶段,富营养化,0.005221832930672706
300×300小地砖,销售阶段,不可再生资源消耗,4.876994906949037e-06
300×300小地砖,销售阶段,中国化石能源消耗,8.226849994550397
300×600瓷片,原材料采集阶段_资源,全球变暖,1.60074379858156
300×600瓷片,原材料采集阶段_资源,光化学烟雾,0.0001924938157115173
300×600瓷片,原材料采集阶段_资源,酸化效应,0.01477270448659994
300×600瓷片,原材料采集阶段_资源,富营养化,0.0008346943315742683
300×600瓷片,原材料采集阶段_资源,不可再生资源消耗,6.104134419338727e-05
300×600瓷片,原材料采集阶段_资源,中国化石能源消耗,5.944583707971471
300×600瓷片,原材料采集阶段_能源,全球变暖,3.703857019125669
300×600瓷片,原材料采集阶段_能源,光化学烟雾,0.000494088881315159
300×600瓷片,原材料采集阶段_能源,酸化效应,0.02482775612236399
300×600瓷片,原材料采集阶段_能源,富营养化,0.001249337156620689
300×600瓷片,原材料采集阶段_能源,不可再生资源消耗,7.555687726196868e-06
300×600瓷片,原材料采集阶段_能源,中国化石能源消耗,9.283576345488665
300×600瓷片,生产制造阶段,全球变暖,14.44245336531994
300×600瓷片,生产制造阶段,光化学烟雾,0.0005307985959115308
300×600瓷片,生产制造阶段,酸化效应,0.01735447591355806
300×600瓷片,生产制造阶段,富营养化,0.002552630735538697
300×600瓷片,生产制造阶段,不可再生资源消耗,7.704100752528395e-06
300×600瓷片,生产制造阶段,中国化石能源消耗,9.011959200147786
300×600瓷片,销售阶段,全球变暖,1.460568345462231
300×600瓷片,销售阶段,光化学烟雾,0.001124991396885442
300×600瓷片,销售阶段,酸化效应,0.02981783127414244
300×600瓷片,销售阶段,富营养化,0.005357101889930676
300×600瓷片,销售阶段,不可再生资源消耗,5.003331010406952e-06
300×600瓷片,销售阶段,中国化石能源消耗,8.439962411494557
900×1800薄板,原材料采集阶段_资源,全球变暖,0.4111004108894583
900×1800薄板,原材料采集阶段_资源,光化学烟雾,0.0001119826639363104
900×1800薄板,原材料采集阶段_资源,酸化效应,0.009619663438565155
900×1800薄板,原材料采集阶段_资源,富营养化,0.000507054558455344
900×1800薄板,原材料采集阶段_资源,不可再生资源消耗,5.362969307467056e-05
900×1800薄板,原材料采集阶段_资源,中国化石能源消耗,2.319194738530454
900×1800薄板,原材料采集阶段_能源,全球变暖,2.694683285068236
900×1800薄板,原材料采集阶段_能源,光化学烟雾,0.0003594666432702403
900×1800薄板,原材料采集阶段_能源,酸化效应,0.01806304592299783
900×1800薄板,原材料采集阶段_能源,富营养化,0.0009089357218641119
900×1800薄板,原材料采集阶段_能源,不可再生资源消耗,5.49702251405594e-06
900×1800薄板,原材料采集阶段_能源,中国化石能源消耗,6.754120873096904
900×1800薄板,生产制造阶段,全球变暖,10.50738121853636
900×1800薄板,生产制造阶段,光化学烟雾,0.0003861742223726916
900×1800薄板,生产制造阶段,酸化效应,0.01262597771023663
900×1800薄板,生产制造阶段,富营养化,0.001857126595462183
900×1800薄板,生产制造阶段,不可再生资源消耗,5.604998091751531e-06
900×1800薄板,生产制造阶段,中国化石能源消耗,6.556510064226967
900×1800薄板,销售阶段,全球变暖,1.062613671881405
900×1800薄板,销售阶段,光化学烟雾,0.0008184699078228401
900×1800薄板,销售阶段,酸化效应,0.02169349710761347
900×1800薄板,销售阶段,富营养化,0.003897475751537334
900×1800薄板,销售阶段,不可再生资源消耗,3.640095277379208e-06
900×1800薄板,销售阶段,中国化石能源消耗,6.140362740629574
